Epoch,Loss
1,1.1286941766738892
2,1.1015121936798096
3,1.0715264081954956
4,1.0396149158477783
5,0.994403064250946
6,0.9439049959182739
7,0.908429741859436
8,0.8710346817970276
9,0.8364245295524597
10,0.813525378704071
11,0.7906768321990967
12,0.7674501538276672
13,0.7616279721260071
14,0.7512766718864441
15,0.7482161521911621
16,0.7457237243652344
17,0.737462043762207
18,0.7165594100952148
19,0.7190655469894409
20,0.7143629789352417
21,0.6982927918434143
22,0.6931822299957275
23,0.6806638836860657
24,0.6599848866462708
25,0.6605944037437439
26,0.6499892473220825
27,0.6485620141029358
28,0.6351733803749084
29,0.6257730722427368
30,0.622847855091095
31,0.6282498836517334
32,0.6067338585853577
33,0.6046477556228638
34,0.6022123098373413
35,0.5991962552070618
36,0.5967260003089905
37,0.598597526550293
38,0.5899894833564758
39,0.5814850926399231
40,0.5896453261375427
41,0.5877528786659241
42,0.5805005431175232
43,0.5797951221466064
44,0.57084721326828
45,0.570423424243927
46,0.5723110437393188
47,0.5686090588569641
48,0.5699976682662964
49,0.5691590905189514
50,0.5592103600502014
