Epoch,Loss
1,1.3755542039871216
2,1.3697634935379028
3,1.3588405847549438
4,1.3434422016143799
5,1.324211835861206
6,1.3017672300338745
7,1.2766960859298706
8,1.2495478391647339
9,1.2208311557769775
10,1.1910110712051392
11,1.160505771636963
12,1.1296863555908203
13,1.098877191543579
14,1.0683561563491821
15,1.0383586883544922
16,1.0090802907943726
17,0.9806816577911377
18,0.9532908797264099
19,0.9270039200782776
20,0.9018837809562683
21,0.8779627680778503
22,0.8552470803260803
23,0.8337253928184509
24,0.8133745789527893
25,0.7941651940345764
26,0.7760636210441589
27,0.7590327858924866
28,0.743033230304718
29,0.7280242443084717
30,0.7139630913734436
31,0.7008064985275269
32,0.6885105967521667
33,0.6770311594009399
34,0.6663239598274231
35,0.6563456058502197
36,0.6470528244972229
37,0.6384036540985107
38,0.630357027053833
39,0.6228733658790588
40,0.6159144043922424
41,0.6094431281089783
42,0.6034252047538757
43,0.5978268980979919
44,0.5926171541213989
45,0.5877662301063538
46,0.5832463502883911
47,0.5790318250656128
48,0.5750983357429504
49,0.5714237093925476
50,0.5679871439933777
51,0.5647696852684021
52,0.5617535710334778
53,0.5589228272438049
54,0.5562625527381897
55,0.5537593960762024
56,0.551400899887085
57,0.5491757392883301
58,0.5470737814903259
59,0.5450855493545532
60,0.5432026386260986
61,0.5414169430732727
62,0.5397217869758606
63,0.5381104946136475
64,0.5365771651268005
65,0.5351164937019348
66,0.5337235331535339
67,0.5323938131332397
68,0.5311231017112732
69,0.5299076437950134
70,0.5287438631057739
71,0.5276288986206055
72,0.5265594124794006
73,0.5255327820777893
74,0.5245464444160461
75,0.5235982537269592
76,0.5226856470108032
77,0.5218070149421692
78,0.5209603309631348
79,0.5201437473297119
80,0.5193557739257812
81,0.5185948014259338
82,0.5178593993186951
83,0.5171483159065247
84,0.5164601802825928
85,0.5157940983772278
86,0.5151485800743103
87,0.5145229697227478
88,0.5139161348342896
89,0.5133272409439087
90,0.5127553939819336
91,0.5121999382972717
92,0.5116600394248962
93,0.5111349821090698
94,0.5106239914894104
95,0.5101267695426941
96,0.509642481803894
97,0.509170651435852
98,0.5087108016014099
99,0.5082622766494751
100,0.5078249573707581
101,0.5073980093002319
102,0.506981372833252
103,0.5065743923187256
104,0.5061768293380737
105,0.5057883262634277
106,0.505408525466919
107,0.5050370097160339
108,0.5046737194061279
109,0.5043182969093323
110,0.5039702653884888
111,0.5036295652389526
112,0.5032959580421448
113,0.5029691457748413
114,0.5026488304138184
115,0.5023350119590759
116,0.5020272731781006
117,0.5017255544662476
118,0.5014296174049377
119,0.501139223575592
120,0.5008543133735657
121,0.5005747675895691
122,0.5003002285957336
123,0.5000306367874146
124,0.49976590275764465
125,0.4995059370994568
126,0.4992503821849823
127,0.49899932742118835
128,0.49875250458717346
129,0.4985100030899048
130,0.4982714354991913
131,0.4980368912220001
132,0.4978061020374298
133,0.4975792169570923
134,0.4973559081554413
135,0.4971362054347992
136,0.4969198405742645
137,0.4967069625854492
138,0.49649739265441895
139,0.4962909519672394
140,0.4960877299308777
141,0.49588751792907715
142,0.49569034576416016
143,0.49549600481987
144,0.49530458450317383
145,0.49511590600013733
146,0.4949299693107605
147,0.4947466552257538
148,0.49456584453582764
149,0.494387686252594
150,0.49421197175979614
151,0.4940386712551117
152,0.4938676953315735
153,0.49369901418685913
154,0.49353262782096863
155,0.49336838722229004
156,0.4932064414024353
157,0.49304646253585815
158,0.4928886592388153
159,0.49273282289505005
160,0.49257901310920715
161,0.49242714047431946
162,0.4922771155834198
163,0.49212902784347534
164,0.49198272824287415
165,0.4918382167816162
166,0.49169546365737915
167,0.4915544092655182
168,0.4914150536060333
169,0.4912773370742798
170,0.49114131927490234
171,0.4910067915916443
172,0.4908737540245056
173,0.4907423257827759
174,0.4906123876571655
175,0.4904839098453522
176,0.4903568923473358
177,0.4902312755584717
178,0.49010708928108215
179,0.48998409509658813
180,0.4898626208305359
181,0.48974236845970154
182,0.48962339758872986
183,0.48950567841529846
184,0.4893892705440521
185,0.4892740547657013
186,0.4891599416732788
187,0.489047110080719
188,0.4889354407787323
189,0.4888248145580292
190,0.48871535062789917
191,0.4886069595813751
192,0.48849964141845703
193,0.4883934259414673
194,0.4882882237434387
195,0.48818403482437134
196,0.48808085918426514
197,0.48797860741615295
198,0.48787739872932434
199,0.48777714371681213
200,0.48767775297164917
201,0.487579345703125
202,0.48748183250427246
203,0.4873851537704468
204,0.4872894585132599
205,0.4871945083141327
206,0.4871005415916443
207,0.4870072603225708
208,0.48691490292549133
209,0.4868233799934387
210,0.4867326021194458
211,0.48664259910583496
212,0.4865533411502838
213,0.48646488785743713
214,0.48637717962265015
215,0.48629018664360046
216,0.4862039387226105
217,0.4861184060573578
218,0.48603352904319763
219,0.4859493672847748
220,0.48586586117744446
221,0.48578304052352905
222,0.48570096492767334
223,0.485619455575943
224,0.4855385720729828
225,0.4854583740234375
226,0.48537880182266235
227,0.4852997660636902
228,0.4852214455604553
229,0.4851436913013458
230,0.4850664734840393
231,0.48498985171318054
232,0.48491379618644714
233,0.4848383367061615
234,0.48476338386535645
235,0.48468902707099915
236,0.48461511731147766
237,0.4845418334007263
238,0.4844690263271332
239,0.4843968152999878
240,0.4843250513076782
241,0.48425382375717163
242,0.48418304324150085
243,0.48411276936531067
244,0.4840429425239563
245,0.4839736819267273
246,0.48390480875968933
247,0.48383644223213196
248,0.4837685525417328
249,0.48370105028152466
250,0.4836340844631195
251,0.483567476272583
252,0.4835013151168823
253,0.48343560099601746
254,0.4833703637123108
255,0.483305424451828
256,0.4832410216331482
257,0.4831768870353699
258,0.48311325907707214
259,0.4830501079559326
260,0.4829871654510498
261,0.48292475938796997
262,0.4828626215457916
263,0.4828009009361267
264,0.48273953795433044
265,0.4826785624027252
266,0.48261797428131104
267,0.4825577437877655
268,0.4824978709220886
269,0.482438325881958
270,0.48237910866737366
271,0.48232027888298035
272,0.4822617769241333
273,0.4822036027908325
274,0.482145756483078
275,0.48208820819854736
276,0.48203107714653015
277,0.48197418451309204
278,0.48191767930984497
279,0.481861412525177
280,0.4818054735660553
281,0.48174986243247986
282,0.4816945493221283
283,0.48163947463035583
284,0.4815848171710968
285,0.4815303683280945
286,0.48147618770599365
287,0.4814223647117615
288,0.4813687205314636
289,0.48131540417671204
290,0.4812624156475067
291,0.4812096953392029
292,0.4811571538448334
293,0.4811050295829773
294,0.48105305433273315
295,0.4810013473033905
296,0.4809499979019165
297,0.48089876770973206
298,0.48084792494773865
299,0.4807972311973572
300,0.4807468056678772
301,0.4806966483592987
302,0.4806467294692993
303,0.48059701919555664
304,0.48054760694503784
305,0.48049837350845337
306,0.48044946789741516
307,0.4804007411003113
308,0.4803522527217865
309,0.4803038537502289
310,0.4802558720111847
311,0.48020806908607483
312,0.4801604449748993
313,0.48011302947998047
314,0.4800659120082855
315,0.4800189137458801
316,0.47997212409973145
317,0.47992563247680664
318,0.47987931966781616
319,0.47983318567276
320,0.4797872304916382
321,0.47974154353141785
322,0.47969603538513184
323,0.47965073585510254
324,0.4796055555343628
325,0.47956064343452454
326,0.479515939950943
327,0.479471355676651
328,0.4794269800186157
329,0.47938281297683716
330,0.4793388843536377
331,0.4792950749397278
332,0.479251503944397
333,0.4792080521583557
334,0.47916480898857117
335,0.47912174463272095
336,0.4790787994861603
337,0.4790361523628235
338,0.47899359464645386
339,0.4789511561393738
340,0.4789089858531952
341,0.47886693477630615
342,0.47882509231567383
343,0.47878336906433105
344,0.478741854429245
345,0.4787004590034485
346,0.4786592721939087
347,0.47861820459365845
348,0.47857731580734253
349,0.47853654623031616
350,0.4784959554672241
351,0.4784556031227112
352,0.478415310382843
353,0.47837525606155396
354,0.4783352315425873
355,0.47829535603523254
356,0.4782557487487793
357,0.4782162010669708
358,0.4781768321990967
359,0.47813764214515686
360,0.4780985116958618
361,0.4780595302581787
362,0.4780208468437195
363,0.47798219323158264
364,0.47794365882873535
365,0.47790518403053284
366,0.4778669774532318
367,0.47782889008522034
368,0.477790892124176
369,0.4777531325817108
370,0.4777154326438904
371,0.4776778519153595
372,0.47764039039611816
373,0.4776030480861664
374,0.4775659143924713
375,0.477528840303421
376,0.47749194502830505
377,0.47745510935783386
378,0.477418452501297
379,0.4773819148540497
380,0.47734546661376953
381,0.4773091971874237
382,0.47727301716804504
383,0.47723692655563354
384,0.47720101475715637
385,0.47716525197029114
386,0.4771295189857483
387,0.4770939350128174
388,0.4770585298538208
389,0.4770231246948242
390,0.47698789834976196
391,0.47695276141166687
392,0.47691774368286133
393,0.47688284516334534
394,0.47684812545776367
