Epoch,Loss
1,1.2471920251846313
2,1.2421797513961792
3,1.2327340841293335
4,1.2194383144378662
5,1.2028656005859375
6,1.1835671663284302
7,1.1620641946792603
8,1.1388413906097412
9,1.114343285560608
10,1.0889711380004883
11,1.0630834102630615
12,1.0369954109191895
13,1.0109816789627075
14,0.9852778911590576
15,0.9600827693939209
16,0.9355602264404297
17,0.9118427634239197
18,0.8890312910079956
19,0.867197573184967
20,0.8463867902755737
21,0.8266202807426453
22,0.8078993558883667
23,0.7902102470397949
24,0.7735270857810974
25,0.7578170895576477
26,0.7430421710014343
27,0.7291610240936279
28,0.7161315083503723
29,0.7039103507995605
30,0.692454993724823
31,0.6817235946655273
32,0.6716746091842651
33,0.6622682809829712
34,0.6534661054611206
35,0.645230770111084
36,0.6375267505645752
37,0.6303199529647827
38,0.6235779523849487
39,0.6172699332237244
40,0.6113666296005249
41,0.6058406829833984
42,0.6006660461425781
43,0.5958183407783508
44,0.591274619102478
45,0.587013304233551
46,0.5830146074295044
47,0.5792596340179443
48,0.5757309794425964
49,0.5724125504493713
50,0.5692892074584961
